** CONVERTED FROM D:\elcl\DATA\S_114_s2.edf using edfapi 3.0 Win32 Dec 12 2008 on Tue Oct 21 11:25:46 2014
** DATE: Tue Oct 21 10:35:54 2014
** TYPE: EDF_FILE BINARY EVENT SAMPLE TAGGED
** VERSION: EYELINK II 1
** SOURCE: EYELINK CL
** EYELINK II CL v4.40 Mar 24 2009
** CAMERA: EyeLink CL Version 1.4 Sensor=BKE
** SERIAL NUMBER: CL1-AAB31
** CAMERA_CONFIG: AAB31140.SCD
**

MSG	2458814 RECCFG CR 500 2 1 LR
MSG	2458814 ELCLCFG BTABLER
MSG	2458814 GAZE_COORDS 0.00 0.00 1151.00 863.00
MSG	2458814 THRESHOLDS L 108 236  R 73 230
MSG	2458814 ELCL_PROC ELLIPSE  (5)
MSG	2458814 ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30
START	2458815 	LEFT	RIGHT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	DIAMETER
EVENTS	GAZE	LEFT	RIGHT	RATE	 500.00	TRACKING	CR	FILTER	2
SAMPLES	GAZE	LEFT	RIGHT	RATE	 500.00	TRACKING	CR	FILTER	2
MSG	2458815 !MODE RECORD CR 500 2 1 LR
2459257	  124.1	 1078.0	 4609.0	  106.9	 1111.5	 3811.0	.....
2459259	  124.1	 1077.7	 4610.0	  106.3	 1111.4	 3813.0	.....
2459261	  123.9	 1077.4	 4610.0	  106.4	 1111.4	 3815.0	.....
2459263	  123.8	 1077.3	 4609.0	  106.9	 1111.5	 3816.0	.....
2459265	  123.8	 1077.3	 4610.0	  107.1	 1111.5	 3816.0	.....
2459267	  124.0	 1077.5	 4611.0	  106.9	 1111.4	 3817.0	.....
2459269	  124.2	 1077.7	 4614.0	  106.7	 1111.3	 3817.0	.....
2459271	  124.4	 1077.8	 4617.0	  106.7	 1111.4	 3818.0	.....
2459273	  124.3	 1077.8	 4618.0	  106.9	 1111.6	 3818.0	.....
2459275	  124.3	 1077.8	 4619.0	  107.0	 1111.9	 3819.0	.....
2459277	  124.3	 1077.7	 4619.0	  107.2	 1112.0	 3819.0	.....
2459279	  124.4	 1077.7	 4620.0	  107.1	 1111.9	 3821.0	.....
2459281	  124.4	 1077.7	 4620.0	  107.0	 1111.8	 3822.0	.....
2459283	  124.3	 1077.6	 4620.0	  107.1	 1111.9	 3822.0	.....
2459285	  124.1	 1077.4	 4620.0	  107.0	 1112.2	 3822.0	.....
2459287	  123.8	 1077.3	 4621.0	  106.6	 1112.0	 3822.0	.....
2459289	  124.0	 1077.2	 4621.0	  106.1	 1111.5	 3822.0	.....
2459291	  124.5	 1077.3	 4622.0	  105.9	 1111.0	 3821.0	.....
2459293	  125.0	 1077.4	 4623.0	  106.2	 1111.3	 3821.0	.....
2459295	  124.7	 1077.3	 4624.0	  106.6	 1111.5	 3821.0	.....
2459297	  124.2	 1077.3	 4625.0	  106.8	 1111.6	 3822.0	.....
2459299	  123.8	 1077.3	 4627.0	  106.8	 1111.9	 3823.0	.....
2459301	  123.7	 1077.3	 4627.0	  106.8	 1112.2	 3823.0	.....
2459303	  123.9	 1077.6	 4627.0	  106.9	 1112.5	 3823.0	.....
2459305	  124.0	 1077.8	 4627.0	  106.8	 1112.4	 3823.0	.....
2459307	  124.2	 1077.9	 4628.0	  106.7	 1112.2	 3824.0	.....
2459309	  124.4	 1077.9	 4628.0	  106.5	 1111.9	 3825.0	.....
2459311	  124.5	 1077.8	 4629.0	  106.2	 1111.7	 3827.0	.....
2459313	  124.5	 1077.9	 4629.0	  105.9	 1111.6	 3828.0	.....
2459315	  124.8	 1078.0	 4629.0	  105.3	 1111.6	 3827.0	.....
2459317	  125.3	 1077.9	 4630.0	  104.7	 1111.6	 3826.0	.....
2459319	  125.8	 1077.9	 4631.0	  104.1	 1111.7	 3826.0	.....
2459321	  126.0	 1077.8	 4632.0	  103.7	 1111.8	 3827.0	.....
2459323	  126.1	 1077.9	 4633.0	  103.5	 1112.0	 3828.0	.....
2459325	  126.1	 1077.9	 4635.0	  103.7	 1112.0	 3827.0	.....
2459327	  126.3	 1077.9	 4636.0	  103.9	 1112.1	 3827.0	.....
2459329	  126.6	 1078.1	 4635.0	  103.9	 1112.2	 3826.0	.....
